"customerID","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","Churn","Tenure_Group","Calculated total","Variance","Churn_Value","Churn_Numeric","predict_prob","predict_churn"
"6641-XRPSU","Female",0,"No","No",34,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",70,2416.1,"Yes","2-4 Years",2380,0.0149414345432722,"1",1,0.204480731669375,0
"1374-DMZUI","Female",1,"No","No",4,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check",94.3,424.45,"Yes","0-1 Year",377.2,0.111320532453764,"1",1,0.74887471059434,1
"2545-LXYVJ","Male",0,"Yes","No",72,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",20.7,1492.1,"No","4+ Years",1490.4,0.0011393338248107,"0",0,0.00622556873978133,0
"3234-VKACU","Male",0,"No","No",2,"Yes","No","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","No","Electronic check",70.3,132.4,"No","0-1 Year",140.6,0.0619335347432023,"0",0,0.601759698425669,1
"8357-EQXFO","Female",0,"No","No",7,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",95.35,660.9,"Yes","0-1 Year",667.45,0.0099107277954304,"1",1,0.723530508886706,1
"1989-PRJHP","Male",1,"Yes","No",27,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",75.5,1893.95,"Yes","2-4 Years",2038.5,0.0763219725969534,"1",1,0.311700002546306,0
"8120-JDCAM","Male",0,"Yes","Yes",4,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",69.55,284.9,"No","0-1 Year",278.2,0.0235170235170235,"0",0,0.56906253657497,1
"8917-FAEMR","Female",0,"No","No",37,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.85,784.25,"No","2-4 Years",734.45,0.0635001593879502,"0",0,0.0401468881153234,0
"7047-YXDMZ","Male",0,"No","No",21,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",20,417.7,"No","1-2 Years",420,0.0055063442662198,"0",0,0.0920737409573738,0
"2858-EIMXH","Female",1,"Yes","No",53,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","One year","Yes","Credit card (automatic)",95.85,5016.25,"No","4+ Years",5080.05,0.012718664340892,"0",0,0.174568966648745,0
"9524-EGPJC","Female",0,"No","No",18,"Yes","Yes","Fiber optic","No","No","No","Yes","No","Yes","Month-to-month","Yes","Electronic check",90.1,1612.75,"Yes","1-2 Years",1621.8,0.00561153309564406,"1",1,0.54580904287601,1
"6993-OHLXR","Female",0,"No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",68.95,119.75,"Yes","0-1 Year",137.9,0.151565762004175,"1",1,0.591065123634991,1
"8818-XYFCQ","Male",0,"Yes","Yes",32,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",99.55,3204.65,"Yes","2-4 Years",3185.6,0.00594448691744814,"1",1,0.431469834669922,0
"6419-ZTTLE","Male",1,"Yes","No",23,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Electronic check",20.75,485.2,"No","1-2 Years",477.25,0.0163849958779884,"0",0,0.0851785407404666,0
"0929-HYQEW","Male",0,"No","No",3,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Mailed check",50.15,160.85,"No","0-1 Year",150.45,0.0646565122785204,"0",0,0.424229124459769,0
"6614-YOLAC","Female",0,"Yes","Yes",71,"No","No phone service","DSL","Yes","Yes","No","Yes","Yes","Yes","Two year","No","Mailed check",58.65,4145.25,"No","4+ Years",4164.15,0.00455943549846201,"0",0,0.022559999520419,0
"7426-RHZGU","Male",0,"No","No",9,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",95.9,827.45,"No","0-1 Year",863.1,0.0430841742703486,"0",0,0.704756863722791,1
"4065-JJAVA","Female",0,"No","No",1,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check",49.5,49.5,"No","0-1 Year",49.5,0,"0",0,0.44602642093192,0
"4695-VADHF","Male",0,"Yes","Yes",18,"Yes","No","DSL","No","No","Yes","No","No","Yes","Month-to-month","No","Electronic check",57.45,990.85,"Yes","1-2 Years",1034.1,0.0436493919362165,"1",1,0.290933992076684,0
"3863-IUBJR","Male",0,"Yes","Yes",12,"Yes","No","DSL","No","No","No","No","No","Yes","One year","No","Credit card (automatic)",53.65,696.35,"Yes","0-1 Year",643.8,0.075464924247864,"1",1,0.335001661418056,0
"7649-SIJJF","Male",0,"Yes","No",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","Two year","Yes","Mailed check",80.1,5585.4,"No","4+ Years",5687.1,0.0182081856268127,"0",0,0.0446689861824072,0
"9361-YNQWJ","Female",0,"No","No",64,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)",24.4,1601.2,"No","4+ Years",1561.6,0.0247314514114415,"0",0,0.0108712212796369,0
"3748-FVMZZ","Male",0,"No","No",4,"No","No phone service","DSL","No","No","No","Yes","No","Yes","Month-to-month","Yes","Electronic check",40.05,162.45,"No","0-1 Year",160.2,0.0138504155124654,"0",0,0.333388059015722,0
"9391-TTOYH","Female",0,"No","No",23,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Mailed check",19.5,470.2,"No","1-2 Years",448.5,0.0461505742237346,"0",0,0.0820269323469486,0
"1452-XRSJV","Female",0,"Yes","Yes",39,"Yes","No","DSL","Yes","No","No","No","No","No","Month-to-month","No","Credit card (automatic)",51.05,2066,"No","2-4 Years",1990.95,0.0363262342691192,"0",0,0.0947091302114537,0
"3422-WJOYD","Male",0,"Yes","No",28,"Yes","No","DSL","Yes","No","No","Yes","No","No","One year","No","Mailed check",54.35,1426.45,"No","2-4 Years",1521.8,0.0668442637316414,"0",0,0.176050970807234,0
"8242-SOQUO","Female",1,"No","No",5,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check",84.7,392.5,"No","0-1 Year",423.5,0.0789808917197452,"0",0,0.672961738379806,1
"7460-ITWWP","Female",1,"Yes","No",45,"Yes","No","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Electronic check",86.1,3861.45,"No","2-4 Years",3874.5,0.00337955949190064,"0",0,0.192457034161727,0
"7147-AYBAA","Male",0,"No","No",37,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check",70.35,2552.9,"No","2-4 Years",2602.95,0.0196051549218535,"0",0,0.180622190953518,0
"7868-TMWMZ","Female",1,"Yes","No",60,"Yes","No","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",110,6668.35,"No","4+ Years",6600,0.010249911897246,"0",0,0.18645875181152,0
"4822-RVYBB","Male",1,"No","No",8,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",100.6,819.4,"Yes","0-1 Year",804.8,0.017817915547962,"1",1,0.746454097641994,1
"6732-FZUGP","Female",0,"No","No",47,"Yes","Yes","Fiber optic","Yes","No","Yes","No","Yes","No","One year","No","Credit card (automatic)",94.9,4615.25,"No","2-4 Years",4460.3,0.0335734792264774,"0",0,0.221908132494746,0
"8436-BJUMM","Male",0,"Yes","Yes",26,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",83.75,2070.6,"Yes","2-4 Years",2177.5,0.0516275475707525,"1",1,0.385656418050575,0
"4184-TJFAN","Female",1,"Yes","Yes",3,"Yes","No","Fiber optic","Yes","No","No","Yes","Yes","No","Month-to-month","Yes","Mailed check",88.3,273.75,"Yes","0-1 Year",264.9,0.0323287671232878,"1",1,0.721153003985549,1
"8329-GWVPJ","Female",0,"Yes","Yes",50,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",69.75,3557.7,"No","4+ Years",3487.5,0.0197318492284341,"0",0,0.0955675268208327,0
"1352-VHKAJ","Male",0,"Yes","Yes",27,"Yes","Yes","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",71.6,1957.1,"No","2-4 Years",1933.2,0.0122119462469982,"0",0,0.284847144969468,0
"4145-UQXUQ","Female",1,"No","No",8,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",92.1,729.95,"Yes","0-1 Year",736.8,0.00938420439756135,"1",1,0.689980951672854,1
"2632-TACXW","Female",0,"Yes","No",62,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",23.65,1416.75,"No","4+ Years",1466.3,0.0349744132698076,"0",0,0.0118290250405691,0
"8146-QQKZH","Female",0,"Yes","No",71,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",81.85,5924.4,"No","4+ Years",5811.35,0.0190821011410439,"0",0,0.0471923604113774,0
"1767-CJKBA","Male",0,"No","No",66,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",25.1,1697.7,"No","4+ Years",1656.6,0.0242092242445661,"0",0,0.00997392454697555,0
"6445-TNRXS","Male",0,"Yes","Yes",68,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)",114.7,7849.85,"No","4+ Years",7799.6,0.00640139620502303,"0",0,0.146933320250546,0
"4581-LNWUM","Female",0,"No","No",13,"No","No phone service","DSL","No","No","Yes","No","Yes","Yes","Month-to-month","No","Electronic check",49.15,649.4,"No","1-2 Years",638.95,0.0160917770249462,"0",0,0.291357100215603,0
"4869-EPIUS","Male",0,"Yes","No",56,"Yes","No","Fiber optic","No","No","No","No","No","Yes","One year","Yes","Electronic check",80.9,4557.5,"No","4+ Years",4530.4,0.00594624245748754,"0",0,0.0987876359361717,0
"9948-YPTDG","Male",0,"Yes","No",38,"Yes","No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Electronic check",79.45,3013.05,"Yes","2-4 Years",3019.1,0.00200793216176291,"1",1,0.219655273214467,0
"1236-WFCDV","Male",1,"No","No",14,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Credit card (automatic)",90.45,1266.1,"Yes","1-2 Years",1266.3,0.000157965405576215,"1",1,0.602394491488983,1
"1915-OAKWD","Female",0,"No","Yes",16,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)",19.3,360.35,"No","1-2 Years",308.8,0.143055362841682,"0",0,0.115435267587828,0
"7296-PIXQY","Female",0,"Yes","Yes",14,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check",70.2,1046.5,"No","1-2 Years",982.8,0.0608695652173912,"0",0,0.437569391589466,0
"4883-QICIH","Male",0,"Yes","Yes",32,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)",69.75,2347.9,"Yes","2-4 Years",2232,0.0493632607862345,"1",1,0.221549580806101,0
"3354-OADJP","Female",0,"No","No",8,"Yes","No","DSL","Yes","No","No","Yes","No","No","One year","No","Bank transfer (automatic)",54.25,447.75,"No","0-1 Year",434,0.0307091010608599,"0",0,0.39037883152062,0
"3524-WQDSG","Female",0,"Yes","Yes",43,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",99.3,4209.95,"No","2-4 Years",4269.9,0.0142400741101438,"0",0,0.291195798166251,0
"0810-DHDBD","Female",0,"No","No",52,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","No","One year","No","Credit card (automatic)",74,3877.65,"No","4+ Years",3848,0.00764638376336185,"0",0,0.0981735121241826,0
"4026-SKKHW","Male",0,"No","No",3,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",50.25,152.3,"No","0-1 Year",150.75,0.010177281680893,"0",0,0.425033248848046,0
"2829-HYVZP","Male",0,"No","No",29,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check",19.8,572.2,"No","2-4 Years",574.2,0.0034952813701503,"0",0,0.0609097425736907,0
"8329-IBCTI","Female",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",19.65,19.65,"Yes","0-1 Year",19.65,0,"1",1,0.231619953036284,0
"1271-SJBGZ","Male",1,"No","No",12,"No","No phone service","DSL","No","No","Yes","Yes","No","Yes","Month-to-month","Yes","Electronic check",43.65,526.95,"Yes","0-1 Year",523.8,0.00597779675491051,"1",1,0.266045970703835,0
"3845-JHAMY","Female",0,"Yes","Yes",16,"No","No phone service","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)",35.5,552.7,"No","1-2 Years",568,0.0276822869549483,"0",0,0.18194903095482,0
"7013-PSXHK","Female",0,"No","No",40,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","Yes","One year","Yes","Mailed check",80.75,3208.65,"No","2-4 Years",3230,0.00665388870708862,"0",0,0.208336748263603,0
"5669-SRAIP","Female",0,"No","No",5,"No","No phone service","DSL","No","No","Yes","No","No","Yes","Month-to-month","No","Electronic check",39.5,210.75,"Yes","0-1 Year",197.5,0.062870699881376,"1",1,0.317334559251604,0
"5981-ITEMU","Male",0,"Yes","No",40,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",97.1,3706.95,"Yes","2-4 Years",3884,0.0477616369252351,"1",1,0.310698515119232,0
"3486-NPGST","Female",0,"No","No",36,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check",19.55,620.75,"No","2-4 Years",703.8,0.133789770438985,"0",0,0.0419241922329625,0
"6941-PMGEP","Female",0,"No","No",5,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",80,412.5,"Yes","0-1 Year",400,0.0303030303030303,"1",1,0.638052417143748,1
"1624-WOIWJ","Female",0,"No","No",10,"Yes","No","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","Yes","Mailed check",84.7,832.05,"Yes","0-1 Year",847,0.0179676702121267,"1",1,0.609779328121093,1
"2074-GKOWZ","Male",0,"Yes","Yes",2,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",89.55,185.55,"Yes","0-1 Year",179.1,0.0347615198059823,"1",1,0.740078084422484,1
"0376-YMCJC","Male",0,"No","No",23,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","No","Month-to-month","Yes","Electronic check",90.6,1943.2,"Yes","1-2 Years",2083.8,0.0723548785508438,"1",1,0.481254114235415,0
"6100-FJZDG","Male",0,"Yes","Yes",26,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Bank transfer (automatic)",20.05,505.9,"No","2-4 Years",521.3,0.030440798576794,"0",0,0.0716141796414211,0
"4829-ZLJTK","Female",1,"Yes","No",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Electronic check",112.4,8046.85,"No","4+ Years",8092.8,0.00571030900290173,"0",0,0.113574347744695,0
"1730-VFMWO","Female",0,"Yes","No",34,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",50.2,1815.3,"No","2-4 Years",1706.8,0.0597697350300225,"0",0,0.118136638866795,0
"7143-BQIBA","Male",0,"No","No",10,"Yes","No","DSL","Yes","No","No","Yes","Yes","No","Month-to-month","No","Bank transfer (automatic)",62.25,612.95,"No","0-1 Year",622.5,0.0155803899176115,"0",0,0.427389942955753,0
"3800-LYTRK","Female",0,"No","No",14,"Yes","No","DSL","Yes","No","No","Yes","No","No","One year","No","Mailed check",55.7,795.15,"No","1-2 Years",779.8,0.019304533735773,"0",0,0.325574831519989,0
"0634-SZPQA","Female",0,"No","No",23,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)",90.05,2169.8,"Yes","1-2 Years",2071.15,0.0454650198174947,"1",1,0.476736618615262,0
"9646-NMHXE","Male",0,"Yes","No",47,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check",19.65,973.1,"No","2-4 Years",923.55,0.0509197410338095,"0",0,0.0234016016495241,0
"7030-NJVDP","Male",0,"Yes","No",24,"Yes","No","Fiber optic","Yes","No","No","Yes","No","Yes","Month-to-month","Yes","Electronic check",89.25,2210.2,"No","1-2 Years",2142,0.0308569360238892,"0",0,0.456486273483207,0
"5536-RTPWK","Male",0,"Yes","No",49,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",99.05,4853.75,"Yes","4+ Years",4853.45,6.18078805048018e-05,"1",1,0.226517028027684,0
"8883-GRDWQ","Male",1,"No","No",20,"Yes","No","DSL","Yes","No","No","Yes","No","No","One year","No","Mailed check",54,1055.9,"No","1-2 Years",1080,0.0228241310730182,"0",0,0.247034374704569,0
"6166-ILMNY","Female",0,"No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Bank transfer (automatic)",69.75,144.55,"Yes","0-1 Year",139.5,0.0349360083016258,"1",1,0.597413745856017,1
"3097-NNSPB","Female",0,"No","No",2,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",49.05,91.1,"Yes","0-1 Year",98.1,0.0768386388583974,"1",1,0.428837698134738,0
"7771-ZONAT","Male",0,"No","No",22,"No","No phone service","DSL","No","No","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)",56.75,1304.85,"No","1-2 Years",1248.5,0.0431850404261026,"0",0,0.243410328495825,0
"0655-RBDUG","Male",0,"No","No",7,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",98.05,713,"Yes","0-1 Year",686.35,0.0373772791023843,"1",1,0.740949003207919,1
"2111-DWYHN","Male",0,"No","No",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check",21.1,21.1,"No","0-1 Year",21.1,0,"0",0,0.240221966091802,0
"4194-WHFCB","Female",0,"Yes","Yes",59,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",96.65,5580.8,"No","4+ Years",5702.35,0.0217800315366973,"0",0,0.134991507406537,0
"4121-AGSIN","Female",0,"Yes","Yes",58,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)",24.5,1497.9,"No","4+ Years",1421,0.0513385406235397,"0",0,0.0151104593735572,0
"4361-BKAXE","Female",0,"No","No",41,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)",114.5,4527.45,"Yes","2-4 Years",4694.5,0.0368971496096037,"1",1,0.430645528050758,0
"9845-PEEKO","Female",1,"No","No",59,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Two year","Yes","Credit card (automatic)",79.2,4590.35,"No","4+ Years",4672.8,0.0179615933425555,"0",0,0.0807755342697393,0
"0455-XFASS","Female",0,"Yes","Yes",3,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check",69.55,200.2,"No","0-1 Year",208.65,0.0422077922077922,"0",0,0.582506815400581,1
"0301-KOBTQ","Male",0,"No","No",32,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)",20.05,614.45,"No","2-4 Years",641.6,0.0441858572707299,"0",0,0.0525292357255053,0
"1751-NCDLI","Male",1,"Yes","No",46,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check",98.85,4564.9,"No","2-4 Years",4547.1,0.00389931871453924,"0",0,0.255492445976409,0
"9878-TNQGW","Male",0,"No","No",2,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",80.95,171.15,"Yes","0-1 Year",161.9,0.0540461583406369,"1",1,0.682075009807435,1
"9170-ARBTB","Female",0,"Yes","Yes",52,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)",19.6,1012.4,"No","4+ Years",1019.2,0.00671671276175431,"0",0,0.0178429411039537,0
"4441-NIHPT","Female",1,"No","No",13,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Electronic check",74.3,940.35,"Yes","1-2 Years",965.9,0.0271707343010581,"1",1,0.484743594280696,0
"8999-BOHSE","Female",1,"No","No",11,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",89.7,1047.7,"Yes","0-1 Year",986.7,0.0582227736947599,"1",1,0.635504167379642,1
"7241-AJHFS","Male",0,"No","No",32,"Yes","Yes","Fiber optic","Yes","No","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)",87.65,2766.4,"No","2-4 Years",2804.8,0.0138808559861192,"0",0,0.339052518631464,0
"7029-RPUAV","Male",1,"Yes","No",17,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)",100.45,1622.45,"Yes","1-2 Years",1707.65,0.0525131745200161,"1",1,0.64093957305678,1
"4546-FOKWR","Female",0,"No","No",16,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)",74.75,1129.35,"No","1-2 Years",1196,0.0590162482844115,"0",0,0.447353425981229,0
"9036-CSKBW","Female",0,"No","No",51,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","Yes","One year","No","Bank transfer (automatic)",107.45,5680.9,"No","4+ Years",5479.95,0.0353729162632681,"0",0,0.256983484701697,0
"5832-TRLPB","Male",0,"No","No",29,"Yes","No","DSL","No","No","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)",75.35,2243.9,"No","2-4 Years",2185.15,0.026182093676189,"0",0,0.287570862360163,0
"8590-YFFQO","Male",0,"Yes","No",70,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Credit card (automatic)",64.95,4523.25,"No","4+ Years",4546.5,0.00514010943458796,"0",0,0.029131742211474,0
"8659-IOOPU","Female",0,"Yes","Yes",71,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","No","Yes","Two year","No","Electronic check",100.45,7159.7,"No","4+ Years",7131.95,0.00387586072042125,"0",0,0.0837078491197189,0
"1338-CECEE","Male",0,"Yes","Yes",41,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","No","One year","No","Bank transfer (automatic)",68.5,2839.95,"No","2-4 Years",2808.5,0.0110741386292012,"0",0,0.142679893199401,0
"7439-DKZTW","Male",0,"No","No",1,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check",80.55,80.55,"No","0-1 Year",80.55,0,"0",0,0.691086639391749,1
"4646-QZXTF","Female",0,"Yes","No",7,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","No","Bank transfer (automatic)",81.25,580.1,"No","0-1 Year",568.75,0.0195655921392864,"0",0,0.621982492638515,1
"4607-CHPCA","Male",0,"Yes","Yes",25,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","One year","Yes","Electronic check",90.4,2178.6,"Yes","2-4 Years",2260,0.0373634444138438,"1",1,0.4522232350824,0
"9742-XOKTS","Male",0,"Yes","Yes",67,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","No","One year","No","Electronic check",89.55,6038.55,"No","4+ Years",5999.85,0.00640882331023188,"0",0,0.0736743584422125,0
"6921-OZMFH","Male",0,"Yes","Yes",5,"Yes","Yes","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check",55.7,259.4,"No","0-1 Year",278.5,0.0736314572089438,"0",0,0.442046496134474,0
"9578-FOMUK","Male",0,"No","Yes",15,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check",24.8,324.15,"No","1-2 Years",372,0.147616844053679,"0",0,0.141812123715699,0
"4712-UYOOI","Female",0,"Yes","Yes",20,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check",20,417.65,"No","1-2 Years",400,0.0422602657727762,"0",0,0.0967798019876839,0
"8824-RWFXJ","Male",0,"Yes","Yes",3,"Yes","No","DSL","No","Yes","Yes","No","No","No","Month-to-month","Yes","Mailed check",56.15,168.15,"Yes","0-1 Year",168.45,0.00178412132024968,"1",1,0.47303639338299,0
"7722-CVFXN","Male",0,"Yes","Yes",54,"Yes","Yes","Fiber optic","No","Yes","No","Yes","Yes","Yes","One year","Yes","Electronic check",105.2,5637.85,"No","4+ Years",5680.8,0.00761815230983439,"0",0,0.214014218688307,0
"8717-VCTXJ","Male",0,"No","No",42,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Mailed check",19.55,839.4,"No","2-4 Years",821.1,0.0218012866333095,"0",0,0.030491663536689,0
"7363-QTBIW","Female",0,"Yes","No",9,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check",79.75,769.1,"No","0-1 Year",717.75,0.0667663502795476,"0",0,0.583828920574437,1
"4159-NAAIX","Female",0,"No","No",63,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Two year","No","Bank transfer (automatic)",97.45,6253,"No","4+ Years",6139.35,0.0181752758675835,"0",0,0.113913169950816,0
"0971-QIFJK","Female",0,"Yes","No",69,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)",24.25,1641.8,"No","4+ Years",1673.25,0.0191558046047022,"0",0,0.00823682832209179,0
"9397-TZSHA","Female",0,"No","No",69,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)",24.6,1678.05,"No","4+ Years",1697.4,0.0115312416197373,"0",0,0.00833146588572512,0
"3391-JSQEW","Male",0,"Yes","No",40,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check",50.15,2058.5,"No","2-4 Years",2006,0.02550400777265,"0",0,0.0876947388490073,0
"0343-QLUZP","Male",0,"No","No",60,"No","No phone service","DSL","Yes","Yes","Yes","No","No","No","Two year","No","Bank transfer (automatic)",39.6,2424.5,"No","4+ Years",2376,0.0200041245617653,"0",0,0.022090935493591,0
"9763-PDTKK","Female",0,"No","No",4,"Yes","No","Fiber optic","Yes","No","Yes","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)",94.4,387.2,"Yes","0-1 Year",377.6,0.024793388429752,"1",1,0.749493166532971,1
